cruise,cast,niskin,date,sal00,sal11,sigma_t00,sigma_t11,oxsatmm_kg,sbox0mm_kg,sbox1mm_kg,potemp090c,potemp190c,svcm,svcm1,scan,timej,times,prdm,t090c,t190c,t2_t190c,c0s_m,c1s_m,c2_c1s_m,v0,cstarat0,cstartr0,v1,fleco_afl,v2,altm,v3,v4,sbeox0v,v5,sbeox1v,v6,par,cpar,v7,spar,latitude,longitude,depsm
EN608,12,5,2018-02-02 09:22:37,33.18,33.1742,25.9072,25.9031,293.95369,-78.291,-78.062,7.5579,7.5541,1479.81,1479.79,12777.0,33.390698,532.333,75.953,7.5651,7.5613,-0.0038,3.416102,3.415221,-0.00088,4.4435,0.5909,86.2678,0.039,0.6231,0.9444,18.89,0.0,0.0023,0.0017,0.0029,0.0029,0.1697,1e-12,8.7968e-12,0.0,11.368,40.35764,-70.88031,75.35472210953058
EN608,12,6,2018-02-02 09:22:45,33.1742,33.1691,25.905,25.9018,294.08208,-78.366,-78.124,7.5408,7.5352,1479.73,1479.7,12981.0,33.390797,540.833,75.827,7.5479,7.5424,-0.0056,3.414031,3.413066,-0.000965,4.4514,0.5836,86.4247,0.0423,0.7065,0.948,18.96,0.0,0.0022,0.0016,0.0029,0.0029,0.1697,1e-12,8.7455e-12,0.0,11.445,40.35764,-70.8803,75.22973757007406
EN608,12,7,2018-02-02 09:25:15,33.0011,32.9983,25.8572,25.8551,298.86056,-79.437,-79.349,6.8991,6.8985,1476.7,1476.69,16563.0,33.392524,690.083,56.009,6.9041,6.9035,-0.0006,3.340548,3.340241,-0.000307,4.479,0.5586,86.9664,0.0437,0.7421,1.9489,38.98,0.0,0.0023,0.0018,0.0025,0.0024,0.1697,1e-12,8.7968e-12,0.0,11.368,40.35722,-70.88016,55.5705054819854
EN608,12,8,2018-02-02 09:25:23,33.0007,32.9978,25.8573,25.8549,298.87993,-79.447,-79.342,6.8965,6.8965,1476.67,1476.67,16768.0,33.392623,698.625,55.022,6.9014,6.9014,0.0,3.340237,3.339969,-0.000268,4.4767,0.5606,86.9223,0.0431,0.7277,1.9934,39.87,0.0,0.0022,0.0017,0.0024,0.0024,0.1697,1e-12,8.7968e-12,0.0,11.368,40.35719,-70.88016,54.5913632925132
EN608,12,9,2018-02-02 09:25:32,33.001,32.9981,25.8572,25.855,298.86497,-79.485,-79.358,6.8985,6.8978,1476.69,1476.68,16986.0,33.392728,707.708,55.405,6.9034,6.9028,-0.0007,3.340463,3.340135,-0.000328,4.4758,0.5614,86.9041,0.053,0.975,1.9893,39.79,0.0,0.0022,0.0017,0.0024,0.0023,0.1697,1e-12,8.7968e-12,0.0,11.368,40.35716,-70.88014,54.971314667693335
EN608,12,10,2018-02-02 09:25:40,33.0008,32.998,25.8573,25.855,298.87702,-79.471,-79.352,6.8969,6.8973,1476.68,1476.68,17183.0,33.392823,715.917,55.13,6.9018,6.9021,0.0004,3.340287,3.340062,-0.000225,4.4807,0.557,87.0007,0.0513,0.9339,1.9983,39.97,0.0,0.0021,0.0016,0.0025,0.0024,0.1697,1e-12,8.7968e-12,0.0,11.368,40.35715,-70.88013,54.69850369945206
EN608,12,11,2018-02-02 09:27:54,32.9133,32.9105,25.8291,25.8268,301.2312,-79.989,-79.833,6.5893,6.5897,1475.04,1475.04,20400.0,33.394375,849.958,35.862,6.5924,6.5927,0.0003,3.304455,3.304231,-0.000224,4.4261,0.6067,85.9266,0.0555,1.0367,3.0111,60.22,0.0,0.0016,0.0011,0.0024,0.0023,0.1708,1e-12,8.7968e-12,0.0,11.368,40.35679,-70.88002,35.58297405031701
EN608,12,12,2018-02-02 09:28:04,32.9135,32.9106,25.8292,25.8269,301.22867,-79.968,-79.829,6.5897,6.5894,1475.04,1475.03,20631.0,33.394486,859.583,35.541,6.5927,6.5924,-0.0003,3.304483,3.304196,-0.000287,4.4245,0.6082,85.8947,0.0484,0.8592,2.9917,59.83,0.0,0.0016,0.0011,0.0024,0.0023,0.1708,1e-12,8.7968e-12,0.0,11.368,40.35675,-70.88002,35.264499049676964
EN608,12,13,2018-02-02 09:28:12,32.9129,32.9103,25.8289,25.8268,301.23935,-80.018,-79.83,6.5883,6.5888,1475.03,1475.03,20826.0,33.39458,867.708,35.401,6.5914,6.5918,0.0005,3.30431,3.304112,-0.000198,4.4213,0.6112,85.8305,0.0603,1.1563,3.0009,60.02,0.0,0.0018,0.0013,0.0024,0.0023,0.1709,1e-12,8.7968e-12,0.0,11.368,40.35674,-70.88004,35.12560014030375
EN608,12,14,2018-02-02 09:30:24,32.9119,32.909,25.8282,25.8259,301.24906,-79.806,-79.621,6.5891,6.5895,1474.68,1474.68,23980.0,33.396101,999.125,14.711,6.5903,6.5908,0.0005,3.303215,3.302998,-0.000217,4.4251,0.6077,85.906,0.0531,0.9775,4.0697,81.39,0.0,0.0018,0.0014,0.0024,0.0023,0.1916,0.043692,0.38435,0.0,11.368,40.3565,-70.88006,14.59728902648558
EN608,12,15,2018-02-02 09:30:32,32.9116,32.909,25.828,25.8259,301.24724,-79.796,-79.622,6.5894,6.5897,1474.69,1474.69,24175.0,33.396195,1007.25,14.847,6.5907,6.5909,0.0003,3.30323,3.303018,-0.000212,4.4206,0.6118,85.8168,0.0546,1.0155,4.0553,81.1,0.0,0.0018,0.0014,0.0024,0.0023,0.193,0.047194,0.41516,0.0,11.368,40.35648,-70.88006,14.732232933994593
EN608,12,16,2018-02-02 09:30:39,32.9118,32.9091,25.8281,25.8259,301.24668,-79.713,-79.62,6.5894,6.5897,1474.69,1474.68,24342.0,33.396276,1014.208,14.69,6.5907,6.591,0.0003,3.303241,3.30302,-0.000221,4.4217,0.6107,85.8403,0.0514,0.9346,4.0326,80.65,0.0,0.0019,0.0015,0.0024,0.0023,0.195,0.05234,0.46043,0.0,11.368,40.35646,-70.88006,14.576452091657629
EN608,12,17,2018-02-02 09:30:46,32.9117,32.9091,25.828,25.8259,301.24456,-79.779,-79.623,6.5897,6.5902,1474.69,1474.69,24514.0,33.396359,1021.375,15.068,6.591,6.5915,0.0005,3.303276,3.303081,-0.000195,4.4187,0.6135,85.78,0.0556,1.0392,4.0257,80.51,0.0,0.0018,0.0014,0.0024,0.0023,0.192,0.044629,0.39259,0.0,11.368,40.35644,-70.88006,14.951516593857049
EN608,12,18,2018-02-02 09:32:47,32.9118,32.9091,25.8281,25.8259,301.24508,-79.706,-79.502,6.5905,6.5911,1474.52,1474.52,27411.0,33.397756,1142.083,4.797,6.5909,6.5915,0.0006,3.302827,3.302631,-0.000197,4.4175,0.6146,85.7569,0.0532,0.9806,4.5441,90.88,0.0,0.0019,0.0015,0.0024,0.0024,0.4825,1.0809,9.5085,0.0,11.368,40.35614,-70.88002,4.760035298305974
EN608,12,19,2018-02-02 09:32:54,32.9118,32.9091,25.828,25.8258,301.24115,-79.642,-79.501,6.5911,6.5914,1474.53,1474.53,27580.0,33.397837,1149.125,4.844,6.5915,6.5918,0.0004,3.302873,3.30266,-0.000213,4.4243,0.6084,85.8898,0.0612,1.1788,4.5325,90.65,0.0,0.0018,0.0014,0.0024,0.0024,0.4917,1.1269,9.9132,0.0,11.368,40.35612,-70.87999,4.806672577915335
EN608,12,20,2018-02-02 09:32:59,32.9118,32.9091,25.828,25.8259,301.24234,-79.612,-79.501,6.5909,6.5913,1474.53,1474.52,27716.0,33.397903,1154.792,4.747,6.5913,6.5917,0.0004,3.302857,3.302649,-0.000208,4.4206,0.6118,85.8173,0.0547,1.0174,4.5728,91.46,0.0,0.0017,0.0013,0.0024,0.0024,0.4948,1.146,10.082,0.0,11.368,40.35612,-70.87998,4.710421159388597
EN608,12,21,2018-02-02 09:33:07,32.9119,32.9091,25.8282,25.8259,301.24681,-79.682,-79.502,6.5902,6.5907,1474.52,1474.52,27905.0,33.397994,1162.667,4.795,6.5906,6.5911,0.0005,3.302811,3.302598,-0.000214,4.4188,0.6135,85.7815,0.0531,0.9775,4.5232,90.46,0.0,0.0017,0.0013,0.0024,0.0024,0.5025,1.1813,10.392,0.0,11.368,40.3561,-70.87996,4.75805073298034
EN608,12,22,2018-02-02 09:33:15,32.9119,32.9091,25.8282,25.8259,301.24763,-79.689,-79.502,6.5901,6.5906,1474.52,1474.52,28101.0,33.398088,1170.833,4.754,6.5905,6.591,0.0005,3.302798,3.302589,-0.00021,4.4205,0.6118,85.8168,0.052,0.9508,4.5145,90.29,0.0,0.0018,0.0014,0.0024,0.0024,0.5015,1.1764,10.349,0.0,11.368,40.35608,-70.87994,4.717367139561501
EN608,13,1,2018-02-02 15:24:27,35.1274,35.126,26.6506,26.6495,261.93996,636.048,-69.543,12.1789,12.1788,1499.64,1499.64,13496.0,33.641971,562.292,121.262,12.1948,12.1947,-0.0001,4.037199,4.037042,-0.000157,4.0558,0.9611,78.6415,0.0177,0.0936,0.4438,8.88,0.0,4.9365,4.9397,0.0027,0.0026,0.1696,1e-12,4.9861e-13,0.0,200.56,40.21386,-70.89621,120.29520542520967
EN608,13,2,2018-02-02 15:24:34,35.1277,35.1262,26.6491,26.6483,261.89129,635.884,-69.566,12.1877,12.186,1499.67,1499.66,13666.0,33.642053,569.375,120.772,12.2036,12.2019,-0.0017,4.038057,4.037744,-0.000312,4.1124,0.9049,79.7549,0.0167,0.0662,0.4863,9.73,0.0,4.9365,4.9397,0.0028,0.0027,0.1695,1e-12,5.0267e-13,0.0,198.94,40.21383,-70.89626,119.80925420544385
EN608,13,3,2018-02-02 15:24:42,35.1278,35.1266,26.6486,26.648,261.87349,635.74,-69.511,12.1911,12.1894,1499.66,1499.65,13849.0,33.642141,577.0,119.545,12.2068,12.2051,-0.0017,4.038323,4.038034,-0.00029,4.0938,0.9233,79.3887,0.0167,0.0662,0.561,11.22,0.0,4.9365,4.9397,0.0027,0.0026,0.1695,1e-12,4.9632e-13,0.0,201.49,40.2138,-70.8963,118.5923876280408
EN608,13,4,2018-02-02 15:24:49,35.1259,35.1245,26.6418,26.6408,261.72611,635.252,-69.464,12.2188,12.2183,1499.72,1499.72,14036.0,33.642231,584.792,118.146,12.2344,12.2339,-0.0005,4.040725,4.040531,-0.000194,4.1874,0.8315,81.23,0.0165,0.0612,0.5991,11.98,0.0,4.9365,4.9397,0.0029,0.0028,0.1696,1e-12,4.9328e-13,0.0,202.73,40.21376,-70.89636,117.20493273392199
EN608,13,5,2018-02-02 15:26:58,35.0805,35.0802,26.6087,26.6076,261.87173,634.57,-69.406,12.2092,12.2138,1499.41,1499.43,17115.0,33.643716,713.083,104.762,12.223,12.2276,0.0046,4.034351,4.034771,0.00042,4.5921,0.4575,89.1911,0.0163,0.0562,1.3093,26.19,0.0,4.9365,4.9399,0.0026,0.0025,0.1701,1e-12,4.6709e-13,0.0,214.09,40.21336,-70.89682,103.93090814092373
EN608,13,6,2018-02-02 15:27:05,35.0788,35.0786,26.6025,26.6038,261.73723,634.006,-69.339,12.2347,12.2274,1499.45,1499.42,17283.0,33.643797,720.083,101.99,12.2482,12.2408,-0.0073,4.036476,4.035756,-0.000721,4.6026,0.4483,89.3985,0.0151,0.0269,1.4438,28.88,0.0,4.9365,4.9399,0.0026,0.0025,0.1708,1e-12,4.5083e-13,0.0,221.83,40.21332,-70.89682,101.18157800829951
EN608,13,7,2018-02-02 15:27:11,35.0985,35.0979,26.5883,26.5877,260.87487,631.679,-69.102,12.3862,12.3871,1499.95,1499.96,17439.0,33.643872,726.583,100.274,12.3996,12.4004,0.0008,4.053065,4.053087,2.1e-05,4.6234,0.43,89.8069,0.0164,0.0587,1.5197,30.39,0.0,4.9365,4.9399,0.0025,0.0024,0.1709,1e-12,4.3986e-13,0.0,227.36,40.2133,-70.89686,99.47959325200002
EN608,13,8,2018-02-02 15:27:19,35.0098,35.0059,26.5668,26.566,262.37215,-69.532,-69.514,12.1424,12.131,1499.02,1498.98,17621.0,33.64396,734.167,100.114,12.1555,12.1441,-0.0114,4.020355,4.018863,-0.001493,4.615,0.4374,89.6421,0.016,0.0499,1.5391,30.78,0.0,0.0024,0.0025,0.0025,0.0024,0.1709,1e-12,4.3844e-13,0.0,228.09,40.2133,-70.89688,99.32089931419937
EN608,13,9,2018-02-02 15:29:27,34.4925,34.4883,26.3605,26.3583,269.22359,-71.353,-71.249,11.0999,11.0935,1494.45,1494.42,20698.0,33.645444,862.375,79.343,11.1097,11.1033,-0.0064,3.867145,3.866114,-0.001031,4.6269,0.427,89.8765,0.0245,0.2636,2.7927,55.85,0.0,0.0019,0.002,0.0024,0.0023,0.1738,0.00075343,0.00040463,0.0,186.99,40.21308,-70.89774,78.71840696000274
EN608,13,10,2018-02-02 15:29:34,34.4757,34.4716,26.3563,26.3531,269.54024,-71.345,-71.331,11.0507,11.0508,1494.25,1494.24,20865.0,33.645525,869.333,78.696,11.0603,11.0604,0.0002,3.860769,3.860375,-0.000394,4.6279,0.4261,89.8961,0.0283,0.3564,2.8639,57.28,0.0,0.0019,0.002,0.0024,0.0023,0.174,0.00096271,0.00053709,0.0,178.52,40.21308,-70.89778,78.07662256372522
EN608,13,11,2018-02-02 15:29:41,34.4378,34.4452,26.3473,26.3487,270.26811,-71.552,-71.525,10.9375,10.9613,1493.79,1493.88,21031.0,33.645605,876.25,77.786,10.9469,10.9707,0.0238,3.846257,3.849235,0.002979,4.625,0.4286,89.8387,0.0275,0.3372,2.8728,57.46,0.0,0.002,0.0021,0.0024,0.0023,0.1743,0.0015069,0.00089142,0.0,168.51,40.21307,-70.89782,77.1739548631073
EN608,13,12,2018-02-02 15:29:48,34.4247,34.4235,26.345,26.3438,270.54977,-71.628,-71.599,10.8934,10.895,1493.61,1493.61,21202.0,33.645687,883.375,77.273,10.9027,10.9044,0.0017,3.840763,3.8408,3.6e-05,4.6234,0.43,89.8078,0.0293,0.3814,2.7168,54.34,0.0,0.002,0.0021,0.0024,0.0023,0.1739,0.00079529,0.00050608,0.0,157.64,40.21306,-70.89788,76.66508659288105
EN608,13,13,2018-02-02 15:31:47,34.083,34.0912,26.2268,26.2309,276.23743,-73.191,-73.095,10.046,10.0597,1490.02,1490.08,24050.0,33.647061,1002.042,67.584,10.0538,10.0675,0.0137,3.727271,3.729344,0.002073,4.6045,0.4466,89.4367,0.0307,0.4175,3.2492,64.98,0.0,0.0019,0.002,0.0024,0.0023,0.1764,0.006498,0.0054344,0.0,119.52,40.21317,-70.89875,67.0538848901908
EN608,13,14,2018-02-02 15:31:54,34.0771,34.0703,26.2266,26.2224,276.40474,-73.155,-73.138,10.0203,10.0135,1489.91,1489.88,24237.0,33.647151,1009.833,67.195,10.028,10.0212,-0.0068,3.724285,3.722983,-0.001302,4.6034,0.4476,89.4142,0.0322,0.4555,3.2526,65.05,0.0,0.0018,0.0019,0.0024,0.0023,0.1763,0.0062572,0.0052607,0.0,118.94,40.21318,-70.89878,66.66799896690517
EN608,13,15,2018-02-02 15:32:01,34.1258,34.118,26.2461,26.2413,275.65696,-72.992,-72.936,10.1284,10.121,1490.37,1490.34,24400.0,33.647229,1016.625,67.907,10.1362,10.1288,-0.0075,3.739131,3.737675,-0.001456,4.6067,0.4447,89.4794,0.0362,0.5552,3.2555,65.11,0.0,0.0019,0.002,0.0024,0.0023,0.1756,0.0043947,0.0039245,0.0,112.21,40.21318,-70.8988,67.37429861330837
EN608,13,16,2018-02-02 15:32:08,34.0881,34.0898,26.2308,26.2301,276.22964,-73.08,-73.082,10.0458,10.0576,1490.01,1490.05,24570.0,33.647311,1023.708,66.427,10.0534,10.0652,0.0118,3.727685,3.728937,0.001252,4.6053,0.4459,89.4509,0.0368,0.5695,3.3032,66.06,0.0,0.0021,0.0022,0.0024,0.0023,0.1768,0.0074613,0.0063102,0.0,118.2,40.21318,-70.89883,65.90614493212047
EN608,13,17,2018-02-02 15:34:31,33.4151,33.4137,25.9872,25.9857,288.69573,-76.36,-76.326,8.2793,8.2819,1482.24,1482.25,28008.0,33.648969,1166.958,40.241,8.2833,8.2859,0.0026,3.500497,3.500593,9.5e-05,4.5228,0.5192,87.8277,0.0605,1.1607,4.5761,91.52,0.0,0.002,0.002,0.0024,0.0023,0.3702,0.59662,0.25669,0.0,232.46,40.21264,-70.89941,39.928003740598676
EN608,13,18,2018-02-02 15:34:39,33.4208,33.4185,25.9894,25.9873,288.58387,-76.285,-76.3,8.2946,8.296,1482.31,1482.32,28192.0,33.649058,1174.625,40.809,8.2987,8.3001,0.0014,3.502433,3.502339,-9.4e-05,4.5241,0.5179,87.8547,0.0591,1.1264,4.548,90.96,0.0,0.0021,0.0022,0.0024,0.0023,0.3701,0.59639,0.25386,0.0,234.93,40.21262,-70.89945,40.491530056935126
EN608,13,19,2018-02-02 15:34:46,33.4222,33.4186,25.99,25.9875,288.55762,-76.397,-76.287,8.2982,8.296,1482.32,1482.31,28365.0,33.649142,1181.833,40.244,8.3022,8.3,-0.0023,3.502862,3.502318,-0.000544,4.523,0.5189,87.8326,0.0672,1.3289,4.526,90.52,0.0,0.002,0.002,0.0024,0.0023,0.3893,0.67011,0.27789,0.0,241.12,40.2126,-70.8995,39.93098011606324
EN608,13,20,2018-02-02 15:34:53,33.42,33.4176,25.9892,25.9871,288.60585,-76.342,-76.303,8.2915,8.2932,1482.3,1482.3,28523.0,33.649218,1188.417,40.515,8.2956,8.2973,0.0017,3.502063,3.501988,-7.4e-05,4.5233,0.5187,87.8385,0.0645,1.2629,4.5,90.0,0.0,0.0019,0.002,0.0024,0.0023,0.3847,0.65197,0.26615,0.0,244.95,40.21257,-70.89952,40.19984585449179
EN608,13,21,2018-02-02 15:39:35,33.4102,33.4076,25.9857,25.9836,288.8093,-76.089,-76.033,8.2668,8.2673,1481.63,1481.63,35285.0,33.652479,1470.167,6.956,8.2675,8.268,0.0005,3.497146,3.496946,-0.0002,4.5135,0.5275,87.6459,0.063,1.2261,0.027,0.54,0.0,0.0021,0.0021,0.0024,0.0023,1.7181,35.529,17.015,0.0,208.76,40.2123,-70.90122,6.902453023152393
EN608,13,22,2018-02-02 15:39:42,33.4099,33.4074,25.9855,25.9834,288.80976,-76.049,-76.033,8.2669,8.2676,1481.63,1481.63,35451.0,33.652559,1477.083,6.935,8.2676,8.2683,0.0007,3.497118,3.496948,-0.00017,4.5207,0.521,87.7866,0.0593,1.132,0.0303,0.61,0.0,0.0022,0.0022,0.0024,0.0023,1.774,40.575,19.43,0.0,208.8,40.2123,-70.90126,6.88161503074584
EN608,13,23,2018-02-02 15:39:47,33.41,33.4073,25.9858,25.9836,288.81993,-76.097,-76.034,8.2653,8.2659,1481.62,1481.62,35592.0,33.652627,1482.958,6.709,8.266,8.2666,0.0006,3.496978,3.496779,-0.000199,4.5154,0.5258,87.6826,0.0637,1.2423,0.0161,0.32,0.0,0.0021,0.0021,0.0024,0.0023,1.7982,42.913,20.205,0.0,212.39,40.2123,-70.9013,6.657358406686561
EN608,13,24,2018-02-02 15:39:54,33.4098,33.4074,25.9859,25.9838,288.82944,-76.115,-76.038,8.2639,8.2652,1481.62,1481.62,35751.0,33.652704,1489.583,6.888,8.2646,8.2659,0.0013,3.49684,3.496735,-0.000106,4.5174,0.524,87.7214,0.0704,1.4112,0.0206,0.41,0.0,0.0019,0.0019,0.0024,0.0023,1.7367,37.082,17.32,0.0,214.09,40.21228,-70.90133,6.8349776114772505
EN608,23,1,2018-02-04 06:29:33,33.2079,33.2045,25.9931,25.9902,297.03276,-78.373,551.579,7.1033,7.105,1476.93,1476.93,15809.0,35.270517,658.667,6.724,7.1039,7.1056,0.0017,3.374861,3.374699,-0.000163,4.4035,0.6275,85.4809,0.0579,1.0959,0.0153,0.3,0.0,0.0016,0.0018,3.9743,3.9748,0.3963,0.69862,7.3748,0.0,9.4731,40.206,-70.86258,6.672246244834381
EN608,15,1,2018-02-02 19:08:22,35.4316,35.4306,26.742,26.7411,257.4316,-68.729,-68.392,12.91,12.9105,1502.61,1502.61,11131.0,33.797474,463.75,129.783,12.9278,12.9283,0.0005,4.140422,4.140358,-6.3e-05,4.5083,0.5322,87.5434,0.0152,0.0281,0.4341,8.68,0.0,0.0017,0.0005,0.0029,0.0028,0.1709,1e-12,1.7763e-13,0.0,563.01,40.1237,-70.80062,128.74665608383137
EN608,15,2,2018-02-02 19:08:31,35.4313,35.4302,26.7418,26.7408,257.43327,-68.632,-227.539,12.9099,12.9101,1502.6,1502.6,11336.0,33.797573,472.292,129.154,12.9276,12.9279,0.0002,4.140342,4.140245,-9.8e-05,4.51,0.5307,87.5763,0.0153,0.0325,0.4428,8.86,0.0,0.0018,0.0006,0.3637,0.3639,0.1709,1e-12,1.7528e-13,0.0,570.51,40.12367,-70.8007,128.1228738458862
EN608,15,3,2018-02-02 19:11:22,35.1688,35.1672,26.5758,26.5745,258.90842,-68.683,-68.553,12.7275,12.7276,1501.04,1501.04,15451.0,33.799557,643.75,91.453,12.7399,12.74,0.0001,4.092955,4.092799,-0.000156,4.6431,0.4128,90.1951,0.0169,0.0724,2.5888,51.78,0.0,0.0017,0.0006,0.0019,0.0018,0.1785,0.011325,0.0025858,0.0,437.78,40.1229,-70.80176,90.73114923564694
EN608,15,4,2018-02-02 19:11:30,35.1508,35.1493,26.5647,26.5635,259.01857,-68.743,-68.565,12.7132,12.7132,1500.96,1500.95,15632.0,33.799645,651.292,90.736,12.7255,12.7254,-0.0,4.089647,4.089487,-0.00016,4.6436,0.4124,90.2049,0.0165,0.0612,2.5587,51.17,0.0,0.0016,0.0005,0.002,0.0019,0.1787,0.011991,0.0026087,0.0,459.7,40.12286,-70.8018,90.01996494585244
EN608,15,5,2018-02-02 19:13:54,34.3354,34.3326,26.3487,26.3467,273.146,-72.333,-72.103,10.4819,10.4804,1491.77,1491.76,19091.0,33.801313,795.417,60.957,10.4891,10.4876,-0.0014,3.792365,3.79195,-0.000414,4.5773,0.4706,88.8999,0.0431,0.7277,4.1575,83.15,0.0,0.0022,0.0012,0.0028,0.0027,0.2653,0.24476,0.052496,0.0,466.27,40.12236,-70.80281,60.48032657561785
EN608,15,6,2018-02-02 19:14:02,34.3332,34.3305,26.3482,26.3462,273.19514,-72.326,-72.034,10.4744,10.4738,1491.73,1491.72,19285.0,33.801406,803.5,60.067,10.4815,10.4809,-0.0006,3.791395,3.791071,-0.000324,4.5772,0.4707,88.8984,0.0445,0.762,4.5023,90.05,0.0,0.0023,0.0013,0.003,0.0028,0.2672,0.25049,0.054696,0.0,458.08,40.12234,-70.80284,59.597414764928914
EN608,15,7,2018-02-02 19:14:09,34.3297,34.3281,26.3476,26.3459,273.27174,-72.368,-72.146,10.4627,10.4655,1491.66,1491.67,19453.0,33.801487,810.5,58.9,10.4697,10.4724,0.0028,3.789896,3.789996,0.000101,4.5771,0.4708,88.8965,0.0439,0.7464,4.2512,85.02,0.0,0.0023,0.0013,0.0029,0.0027,0.2744,0.27224,0.059741,0.0,455.68,40.12234,-70.80289,58.43970328505116
EN608,15,8,2018-02-02 19:15:58,34.2931,34.2912,26.3318,26.3302,273.77597,-72.313,-72.16,10.3916,10.3921,1491.09,1491.09,22070.0,33.802749,919.542,42.669,10.3966,10.3971,0.0005,3.778724,3.778579,-0.000145,4.5597,0.4862,88.5553,0.0466,0.8143,0.5716,11.43,0.0,0.0023,0.0013,0.0026,0.0025,0.5035,1.1855,0.26873,0.0,441.14,40.1218,-70.80358,42.337212209928424
EN608,15,9,2018-02-02 19:16:05,34.2935,34.2914,26.3318,26.3301,273.764,-72.295,-72.174,10.3936,10.394,1491.08,1491.08,22233.0,33.802828,926.333,41.566,10.3985,10.3988,0.0004,3.778889,3.778712,-0.000176,4.559,0.4868,88.5415,0.047,0.8243,1.4927,29.85,0.0,0.0023,0.0014,0.0025,0.0024,0.5317,1.3352,0.2971,0.0,449.42,40.12178,-70.80362,41.242899249904916
EN608,15,10,2018-02-02 19:16:12,34.2936,34.2915,26.3318,26.3301,273.76317,-72.317,-72.192,10.3936,10.394,1491.1,1491.1,22416.0,33.802916,933.958,42.619,10.3986,10.3989,0.0004,3.778957,3.778782,-0.000176,4.5611,0.485,88.5817,0.0518,0.9452,2.9956,59.91,0.0,0.0023,0.0013,0.0025,0.0023,0.5217,1.281,0.2882,0.0,444.5,40.12174,-70.80369,42.28760612799115
EN608,15,11,2018-02-02 19:17:58,34.1579,34.1381,26.2846,26.2742,276.06997,-72.915,-72.743,10.0533,10.0239,1489.58,1489.45,24937.0,33.804132,1039.0,34.418,10.0572,10.0278,-0.0294,3.733458,3.728797,-0.004661,4.5454,0.4989,88.2739,0.0522,0.9551,0.6525,13.05,0.0,0.002,0.0011,0.0024,0.0023,0.7711,3.0851,0.59155,0.0,521.45,40.12134,-70.80432,34.15105386733328
EN608,15,12,2018-02-02 19:18:04,34.2157,34.2008,26.3065,26.2991,275.13647,-72.687,-72.49,10.1897,10.1647,1490.15,1490.04,25094.0,33.804208,1045.542,35.111,10.1937,10.1687,-0.025,3.751853,3.748067,-0.003786,4.5542,0.4911,88.4464,0.0512,0.9289,0.6372,12.75,0.0,0.002,0.0011,0.0024,0.0023,0.7353,2.7577,0.57319,0.0,481.12,40.12132,-70.80435,34.838620422989095
EN608,15,13,2018-02-02 19:18:11,34.2154,34.2141,26.3056,26.3042,275.11562,-72.686,-72.485,10.1932,10.1953,1490.16,1490.17,25250.0,33.804283,1052.042,35.229,10.1973,10.1994,0.0021,3.75216,3.752223,6.3e-05,4.5527,0.4924,88.4175,0.051,0.9252,0.653,13.06,0.0,0.0019,0.001,0.0024,0.0023,0.737,2.7724,0.57291,0.0,484.02,40.12131,-70.80436,34.955695017626
EN608,15,14,2018-02-02 19:18:18,34.2227,34.2312,26.3083,26.3104,274.99663,-72.646,-72.454,10.2107,10.2369,1490.24,1490.34,25432.0,33.804371,1059.625,35.496,10.2148,10.241,0.0262,3.754516,3.757789,0.003273,4.5577,0.488,88.5141,0.0514,0.9358,0.3684,7.37,0.0,0.002,0.0011,0.0024,0.0023,0.7278,2.6929,0.55913,0.0,481.85,40.12128,-70.80442,35.22060084473153
EN608,15,15,2018-02-02 19:21:06,33.5774,33.5759,26.0716,26.0696,286.52488,-75.635,-75.469,8.5649,8.57,1483.08,1483.1,29453.0,33.80631,1227.167,14.498,8.5664,8.5715,0.0051,3.540166,3.54048,0.000314,4.5032,0.5368,87.4419,0.0667,1.3183,1.2475,24.95,0.0,0.0021,0.0013,0.0024,0.0023,1.6128,27.658,5.1669,0.0,535.21,40.12068,-70.80541,14.386248348461852
EN608,15,16,2018-02-02 19:21:14,33.5693,33.5675,26.0687,26.067,286.68828,-75.726,-75.515,8.5422,8.5444,1482.99,1482.99,29642.0,33.806401,1235.042,14.605,8.5437,8.5459,0.0023,3.537348,3.537386,3.8e-05,4.5013,0.5384,87.4061,0.0664,1.309,0.0274,0.55,0.0,0.002,0.0012,0.0024,0.0023,1.6361,29.213,5.3698,0.0,543.95,40.12064,-70.80546,14.492419823721157
EN608,15,17,2018-02-02 19:21:21,33.5632,33.5586,26.0668,26.0639,286.81995,-75.796,-75.558,8.5236,8.5192,1482.92,1482.9,29824.0,33.806489,1242.625,15.23,8.5252,8.5208,-0.0044,3.535134,3.534298,-0.000836,4.5043,0.5358,87.464,0.0662,1.3052,1.4928,29.85,0.0,0.0019,0.0011,0.0024,0.0023,1.5598,24.337,4.5538,0.0,534.36,40.12062,-70.8055,15.112579209197905
EN608,15,18,2018-02-02 19:21:30,33.5615,33.5595,26.0665,26.0647,286.86836,-75.805,-75.572,8.5167,8.5185,1482.89,1482.9,30043.0,33.806594,1251.75,15.199,8.5182,8.52,0.0018,3.53434,3.534313,-2.7e-05,4.4989,0.5406,87.3586,0.0739,1.4971,1.7514,35.03,0.0,0.0018,0.001,0.0024,0.0023,1.5536,23.976,4.5651,0.0,525.28,40.12058,-70.80556,15.081819347986302
