cruise,date,lter_station,cast,niskin,time_in,time_out,replicate,vol_filtered,filter_size,vol_extracted,sample,ninety_percent_acetone,dilution_during_reading,chl_cal_filename,tau_calibration,fd_calibration,rb,ra,blank,rb_blank,ra_blank,chl,phaeo,cal_date,personnel_filter,personnel_read,fluorometer,comments,comments_2,freeze,filter_mesh_size
EN608,2018-02-02 00:00:00,L8,15,19,2018-02-02 22:00:00,2018-02-04 06:55:00,b,540.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,528.1,308.9,0.9985,527.1015,307.9015,2.486886408497196,0.6640615848392417,2018-01-26 00:00:00,Taylor,Emily,Aquafluor,,,False,WSW
EN608,2018-02-02 00:00:00,L8,15,19,2018-02-02 22:00:00,2018-02-04 06:55:00,a,547.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,137.7,85.75,0.9985,136.70149999999998,84.7515,0.5818451041644856,0.2743707346743125,2018-01-26 00:00:00,Taylor,Emily,Aquafluor,,,False,<10
EN608,2018-02-02 00:00:00,L8,15,19,2018-02-02 22:00:00,2018-02-04 06:55:00,b,547.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,149.7,94.32,0.9985,148.70149999999995,93.3215,0.6202614411670687,0.3225342191362284,2018-01-26 00:00:00,Taylor,Emily,Aquafluor,,,False,<10
EN608,2018-02-03 00:00:00,L11,19,1,,,a,535.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,7.957000000000001,6.36,1.0191666666666668,6.937833333333333,5.340833333333333,0.01828775070741363,0.036879130691508985,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,not sure if switched a & b sample volumes,,True,WSW
EN608,2018-02-03 00:00:00,L11,19,1,,,b,540.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,6.672000000000001,5.665,1.0191666666666668,5.652833333333333,4.645833333333333,0.011424701703269506,0.03611900697967682,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,not sure if switched a & b sample volumes,,True,WSW
EN608,2018-02-03 00:00:00,L11,19,3,,,a,535.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,15.72,11.23,1.0191666666666668,14.700833333333335,10.210833333333332,0.05141640618427503,0.05405399446808869,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,not sure if switched a & b sample volumes,,True,WSW
EN608,2018-02-03 00:00:00,L11,19,3,,,b,540.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,13.21,9.988999999999999,1.0191666666666668,12.190833333333336,8.969833333333334,0.03654316205186802,0.05525073418517193,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,not sure if switched a & b sample volumes,,True,WSW
EN608,2018-02-03 00:00:00,L11,19,5,,,a,535.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,15.2,11.97,1.0191666666666668,14.180833333333332,10.950833333333335,0.03698774876953414,0.07612630778581651,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,,,True,WSW
EN608,2018-02-03 00:00:00,L11,19,5,,,b,535.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,16.31,12.77,1.0191666666666668,15.290833333333332,11.750833333333333,0.040537656546176734,0.08083981179618681,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,,,True,WSW
EN608,2018-02-03 00:00:00,L11,19,7,,,a,535.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,53.34,37.23,1.0191666666666668,52.32083333333334,36.21083333333333,0.18448069123132987,0.1895505924989533,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,,,True,WSW
EN608,2018-02-03 00:00:00,L11,19,7,,,b,525.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,49.37,33.75,1.0191666666666668,48.35083333333333,32.73083333333334,0.18227658566555568,0.16224857950468385,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,,,True,WSW
EN608,2018-02-03 00:00:00,L11,19,9,,,a,549.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,291.0,175.1,1.0191666666666668,289.9808333333333,174.08083333333332,1.293362456973907,0.4589106791416151,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,,,True,WSW
EN608,2018-02-03 00:00:00,L11,19,9,,,b,549.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,272.1,166.1,1.0191666666666668,271.0808333333334,165.08083333333332,1.1828854222539618,0.4787949821801689,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,,,True,WSW
EN608,2018-02-03 00:00:00,L11,19,11,,,a,547.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,514.8,306.1,1.0191666666666668,513.7808333333332,305.0808333333334,2.3374605050842754,0.7446683259823085,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,,,True,WSW
EN608,2018-02-03 00:00:00,L11,19,11,,,b,547.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,564.0,326.4,1.0191666666666668,562.9808333333333,325.3808333333333,2.6611433445521038,0.6260695443592096,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,,,True,WSW
EN608,2018-02-03 00:00:00,L11,19,11,,,a,547.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,166.4,106.3,1.0191666666666668,165.38083333333333,105.28083333333332,0.6731259049140633,0.39049086913887626,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,possible <10 mixup between N18 & N11 judging from readings,,True,<10
EN608,2018-02-03 00:00:00,L11,19,11,,,b,532.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,242.1,147.0,1.0191666666666668,241.0808333333333,145.98083333333332,1.0951611861139359,0.4212165401122833,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,possible <10 mixup between N18 & N11 judging from readings,,True,<10
EN608,2018-02-03 00:00:00,L11,19,15,,,a,535.0,0,6.0,1.0,0.0,0.5,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,254.2,149.1,1.0191666666666668,253.1808333333333,148.08083333333332,2.4070664988718518,0.6520657601215498,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,,,True,WSW
EN608,2018-02-03 00:00:00,L11,19,15,,,b,525.0,0,6.0,1.0,0.0,0.5,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,267.4,160.7,1.0191666666666668,266.3808333333333,159.6808333333333,2.4902575788111134,0.8713473591640771,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,,,True,WSW
EN608,2018-02-03 00:00:00,L11,19,18,,,a,540.0,0,6.0,1.0,0.0,0.5,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,286.5,171.4,1.0191666666666668,285.4808333333333,170.38083333333333,2.6116845403104683,0.8755420233448341,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,,,True,WSW
EN608,2018-02-03 00:00:00,L11,19,18,,,b,540.0,0,6.0,1.0,0.0,0.5,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,282.7,168.8,1.0191666666666668,281.68083333333334,167.78083333333333,2.5844558570057536,0.8495558650026276,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,,,True,WSW
EN608,2018-02-03 00:00:00,L11,19,18,,,a,547.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,223.9,140.6,1.0191666666666668,222.88083333333333,139.58083333333332,0.932968184348444,0.4771699288214525,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,possible <10 mixup between N18 & N11 judging from readings,,True,<10
EN608,2018-02-03 00:00:00,L11,19,18,,,b,520.0,0,6.0,1.0,0.0,1.0,Cal_012618_12mm,1.9020155646116341,0.4842368919391791,166.1,109.1,1.0191666666666668,165.08083333333332,108.08083333333332,0.6715535834287589,0.4770456742215093,2018-01-26 00:00:00,Taylor,Emily P,Aquafluor,possible <10 mixup between N18 & N11 judging from readings,,True,<10
